"","EvaluatorID","SubjectID","Relationship","ResponseID","StartDate","EndDate","Comm_scale","DM_scale","Dipl_scale","EI_scale","Infl_scale","Cult_scale","TW_scale","Giver_1","Giver_2","Giver_5","Giver_3","Giver_10","Matcher_1","Matcher_2","Matcher_3","Matcher_4","Taker_3","Taker_4","Taker_6","Taker_8","GritPas_22","GritPas_2","GritPas_4","GritPas_23","GritPas_26","GritPas_28","GritPas_27","GritPer_13","GritPer_14","GritPer_18","GritPer_19","GritPer_20","HumRec_13","HumMot_5","HumRec_10","HumMot_13","HumMot_6","HumRec_14","HumRec_12","HumMot_4","HumMot_9","HumRec_9","HumExp_1","HumExp_2","HumExp_3","HumExp_4","HumExp_5","HumExp_6","HumExp_7","HumExp_8","HumExp_9","HumExp_10","Comm_1","Comm_2","Comm_3","Comm_4","Comm_5","Comm_6","Comm_7","Comm_8","Comm_9","Comm_10","Comm_11","Comm_12","Comm_13","Comm_14","Cult_1","Cult_2","Cult_3","Cult_4","Cult_5","Cult_6","Cult_7","Cult_8","Cult_9","Cult_10","Cult_11","Dipl_1","Dipl_2","Dipl_3","Dipl_4","Dipl_5","Dipl_6","Dipl_7","Dipl_8","Dipl_9","Dipl_10","Dipl_11","Dipl_12","EI_1","EI_2","EI_3","EI_4","EI_5","EI_6","EI_7","EI_8","EI_9","EI_10","EI_11","DM_1","DM_2","DM_3","DM_4","DM_5","DM_6","DM_7","DM_8","DM_9","DM_10","DM_11","DM_12","DM_13","DM_14","Infl_1","Infl_2","Infl_3","Infl_4","Infl_5","Infl_6","Infl_7","Infl_8","Infl_9","TW_1","TW_2","TW_3","TW_4","TW_5","TW_6","TW_7","TW_8","TW_9","TW_10","TW_11","TW_12","TW_13","TW_14","TW_15","TW_16","TW_17","TW_18","TW_19","Perf_1","Perf_2","Perf_3","Perf_4","Perf_5","year","class","GritPer_scale","GritPas_scale","Giver_scale","Matcher_scale","Taker_scale","HumMot_scale","HumRec_scale","HumExp_scale","avg_perf","self_dummy","year_2019","year_2020","class_2021","class_2022","n_raters"
"2826","P_5coECa8Kfz3Z4Ox","P_cBmiUhDj54cmut7","Peer","R_3CHqMmnbOIaDA3h","9/9/20 7:00","9/9/20 7:19",6.545455,6.125,6.166667,6.714286,6.857143,6.5,6.6,7,3,6,4,6,3,6,6,1,2,3,5,2,6,3,5,2,3,5,4,6,6,5,6,5,4,6,3,5,4,6,5,6,7,5,6,5,5,5,3,6,4,7,6,4,6,7,7,6,7,6,7,6,6,7,7,NA,NA,NA,6,5,7,7,7,7,NA,NA,NA,NA,NA,6,6,7,6,6,6,NA,NA,NA,NA,NA,NA,7,6,7,7,7,6,7,NA,NA,NA,NA,7,6,5,6,4,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,6,NA,NA,6,7,7,7,7,7,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,90,50,70,"2020","2021",5.6,4,5.2,4,3,5.6,4.6,5.1,70,0,0,1,1,0,10
"2827","P_7225za6VMN34Wvr","P_cBmiUhDj54cmut7","Manager","R_1jNjPjr83INfw9w","9/10/20 15:32","9/10/20 15:55",7,6.75,7,5.857143,7,7,6.666667,6,4,6,4,5,4,4,5,2,4,4,4,4,7,6,4,4,4,4,4,7,4,7,6,7,6,6,4,6,7,6,7,6,7,6,6,6,7,6,6,6,6,6,4,4,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,5,6,5,6,7,6,6,NA,NA,NA,NA,6,7,7,7,6,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,6,NA,7,6,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,80,92,98,"2020","2021",6.2,4.714286,5,3.75,4,6.4,5.8,5.7,94,0,0,1,1,0,10
"2828","P_8fcoGmRD5LcnT93","P_cBmiUhDj54cmut7","Peer","R_1pAJtKyfRhvjCz0","9/18/20 11:15","9/18/20 11:54",6,5.5,6,5.857143,6.857143,5.333333,5.8,7,6,7,7,7,4,7,7,5,3,2,3,1,4,2,4,3,2,2,3,7,7,6,7,6,5,6,4,6,6,7,6,6,7,6,5,5,6,4,5,7,5,6,7,5,5,6,6,6,6,6,6,6,5,7,7,NA,NA,NA,6,5,5,4,7,5,NA,NA,NA,NA,NA,5,7,7,6,5,6,NA,NA,NA,NA,NA,NA,6,6,6,5,4,7,7,NA,NA,NA,NA,6,4,6,6,5,6,6,5,NA,NA,NA,NA,NA,NA,7,7,7,7,6,7,7,NA,NA,7,4,7,5,4,6,5,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,85,95,70,85,"2020","2021",6.6,2.857143,6.8,5.75,2.25,6.2,5.6,5.5,82,0,0,1,1,0,10
"2829","P_cGzijQ4wHbEZcYB","P_cGzijQ4wHbEZcYB","Self","R_qKIAuk20W6Taf9D","9/8/20 16:20","9/27/20 23:20",5.909091,5.25,4.833333,5.428571,5.428571,6.166667,5.3,7,5,6,4,4,3,4,4,3,5,6,4,5,3,7,3,2,6,4,5,7,5,3,7,6,3,3,4,7,4,7,5,7,6,5,4,5,4,6,4,6,5,5,5,3,6,6,7,4,6,5,5,7,5,7,7,NA,NA,NA,7,7,6,5,7,5,NA,NA,NA,NA,NA,7,5,4,4,6,3,NA,NA,NA,NA,NA,NA,6,5,6,5,6,5,5,NA,NA,NA,NA,5,5,6,6,6,5,5,4,NA,NA,NA,NA,NA,NA,6,7,6,6,6,3,4,NA,NA,7,3,5,6,5,5,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,70,70,70,"2020","2021",5.6,4.285714,5.2,3.5,5,5.4,4.8,4.7,66,1,0,1,1,0,2
"2830","P_0SBHuSuuvC4Ju6h","P_cGzijQ4wHbEZcYB","Fellow Student","R_2Bu2KCTuqbWEeBX","9/30/20 16:10","10/5/20 8:50",6.272727,5.857143,6,6.142857,6.285714,6.166667,6.142857,6,5,4,6,6,2,4,4,2,2,4,2,2,5,4,4,3,4,3,6,6,6,6,6,6,4,6,4,6,6,6,6,6,7,4,4,4,4,4,4,6,2,4,4,4,6,6,7,7,6,6,6,6,7,6,6,NA,NA,NA,6,6,6,6,7,6,NA,NA,NA,NA,NA,NA,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,6,6,7,6,6,6,6,NA,NA,NA,NA,5,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,6,7,7,6,6,6,6,NA,NA,6,NA,6,6,NA,NA,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,97,88,96,98,"2020","2021",6,4.142857,5.4,3,2.5,6.2,4.8,4,94.8,0,0,1,1,0,2
"2831","P_cMUGl4td8NeJZJz","P_cGzijQ4wHbEZcYB","Fellow Student","R_3Jirjg1SdhWwe1X","9/8/20 12:52","9/28/20 18:36",6.8,7,7,7,7,7,6.9,6,5,6,4,5,4,5,4,1,5,5,2,2,5,4,5,3,5,5,5,7,5,6,7,4,5,4,4,5,5,7,5,5,6,4,5,4,3,5,4,6,5,6,5,4,5,7,7,7,7,7,NA,7,7,7,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,7,7,6,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,86,96,93,"2020","2021",5.8,4.571429,5.2,3.5,3.5,5,5,4.7,95,0,0,1,1,0,2
"2832","P_cIqyAPOWULTobR3","P_cIqyAPOWULTobR3","Self","R_1eQcoZFwQhdy6Qk","9/28/20 11:14","9/28/20 18:14",5.818182,5.5,5.333333,3.571429,5.571429,5.666667,5.6,5,6,5,6,4,4,7,5,2,4,3,5,2,5,3,6,3,3,4,5,7,7,7,6,4,6,6,6,6,6,6,3,5,6,6,6,4,6,6,3,5,6,6,6,7,6,6,7,6,6,6,6,5,6,5,5,NA,NA,NA,5,6,6,5,6,6,NA,NA,NA,NA,NA,5,5,5,5,6,6,NA,NA,NA,NA,NA,NA,7,2,2,2,2,5,5,NA,NA,NA,NA,6,2,5,7,5,6,6,7,NA,NA,NA,NA,NA,NA,5,7,5,6,5,6,5,NA,NA,6,6,6,6,5,3,6,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,75,70,75,72,"2020","2021",6.2,4.142857,5.2,4.5,3.5,5.8,5.4,5.5,73.4,1,0,1,1,0,6
"2833","P_d5viMkWrcZOuulT","P_cIqyAPOWULTobR3","Fellow Student","R_3qBPR1wu0KHmMW6","9/27/20 15:35","9/27/20 15:51",7,5.5,5.8,6,7,6.4,6.333333,4,3,5,6,5,4,5,6,3,2,5,4,2,7,7,7,4,5,6,4,7,5,7,7,7,5,4,5,6,6,6,6,6,7,7,3,4,4,5,3,6,6,5,4,2,NA,NA,7,7,7,7,7,7,7,7,7,NA,NA,NA,6,NA,7,7,5,7,NA,NA,NA,NA,NA,6,7,6,NA,5,5,NA,NA,NA,NA,NA,NA,6,6,6,6,6,7,5,NA,NA,NA,NA,7,5,5,7,5,5,5,5,NA,NA,NA,NA,NA,NA,7,7,7,NA,NA,7,7,NA,NA,NA,6,6,NA,NA,7,NA,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,75,94,95,"2020","2021",6.6,5.714286,4.6,4.5,3.25,5.8,5.8,4.2,90.8,0,0,1,1,0,6
"2834","P_bC0HTIyPXcv1doF","P_cIqyAPOWULTobR3","Fellow Student","R_XMRK35huRRCAupb","9/24/20 14:07","9/24/20 14:29",5,5.75,5,4.5,5.714286,5.5,5.222222,5,5,4,4,5,4,6,6,3,5,4,6,3,3,4,4,4,3,3,4,5,3,5,5,4,5,4,5,5,4,5,5,4,4,5,5,5,5,6,6,5,5,5,4,5,5,5,3,5,NA,5,5,5,6,5,6,NA,NA,NA,6,5,6,5,5,6,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,5,5,NA,NA,NA,NA,NA,6,6,5,6,5,6,6,6,NA,NA,NA,NA,NA,NA,6,6,6,5,6,6,5,NA,NA,6,5,6,5,4,5,5,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,65,73,75,80,"2020","2021",4.4,3.571429,4.6,4.75,4.5,4.2,5,5.1,74.4,0,0,1,1,0,6
"2835","P_4YnPV1DjtwGU1lr","P_cIqyAPOWULTobR3","Fellow Student","R_3qvMXw9wkyG4nZj","9/27/20 19:47","9/27/20 20:14",6.181818,4.375,4.666667,4.285714,5.714286,5,4.9,4,5,6,3,4,4,4,4,3,5,7,6,5,5,6,5,5,6,5,5,7,5,6,5,5,6,5,6,5,4,6,6,5,6,4,4,5,5,4,3,5,5,5,5,5,6,6,7,7,7,6,7,6,5,6,5,NA,NA,NA,4,5,4,6,5,6,NA,NA,NA,NA,NA,5,5,5,5,5,3,NA,NA,NA,NA,NA,NA,5,4,2,6,3,7,3,NA,NA,NA,NA,3,5,5,3,3,6,4,6,NA,NA,NA,NA,NA,NA,5,6,6,6,4,7,6,NA,NA,6,5,5,6,3,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,80,65,90,80,"2020","2021",5.6,5.285714,4.4,3.75,5.75,5,5.6,4.6,80,0,0,1,1,0,6
"2836","P_4USG7LmkHJucMXH","P_cIqyAPOWULTobR3","Fellow Student","R_2nUT5ApT7M9r8qd","9/15/20 17:02","9/16/20 9:51",6.545455,6,6.2,5,5.285714,6.4,6.222222,6,4,6,4,5,5,3,6,5,6,6,NA,5,6,7,7,5,7,3,6,7,7,6,6,6,5,4,5,4,5,6,7,6,6,7,6,6,6,6,3,6,6,5,6,5,7,6,6,7,7,7,7,7,6,6,6,NA,NA,NA,NA,6,7,6,6,7,NA,NA,NA,NA,NA,6,6,6,6,NA,7,NA,NA,NA,NA,NA,NA,6,5,3,6,6,5,4,NA,NA,NA,NA,6,5,6,7,5,6,6,7,NA,NA,NA,NA,NA,NA,4,4,4,6,6,7,6,NA,NA,6,7,6,7,5,7,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,92,70,100,87,"2020","2021",6.4,5.857143,5,4.75,5.666667,5,6,5.5,88,0,0,1,1,0,6
"2837","P_bq171nE9RvC2p1z","P_cIqyAPOWULTobR3","Manager","R_28FJY4zDGRO4MWf","9/18/20 9:26","9/18/20 9:36",6.666667,6.833333,7,6.75,6.5,6,6.857143,6,4,7,6,4,2,4,4,4,4,4,4,1,6,4,4,1,4,4,6,7,4,NA,6,7,7,7,7,4,7,7,7,7,6,7,7,6,6,7,7,7,4,6,7,6,NA,NA,7,7,7,6,7,6,7,7,6,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,7,6,NA,NA,NA,NA,6,NA,7,7,NA,7,7,7,NA,NA,NA,NA,NA,NA,6,7,7,7,5,NA,7,NA,NA,NA,NA,7,6,NA,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,"2020","2021",6,4.142857,5.4,3.5,3.25,6.2,7,6.3,100,0,0,1,1,0,6
"2838","P_40cI76nuOvQerxr","P_cIqyAPOWULTobR3","Manager","R_1d3UMjZqmrjYp1p","9/21/20 20:37","9/21/20 20:50",6.545455,6.375,6.5,5.571429,5.571429,6.333333,6.5,5,5,6,5,6,2,4,4,1,1,3,NA,2,7,6,6,6,7,5,5,7,5,6,6,6,6,7,4,6,7,6,5,6,6,4,6,7,7,6,6,6,5,6,5,4,6,6,7,6,7,7,7,7,7,6,6,NA,NA,NA,6,6,6,7,7,6,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,6,5,7,6,NA,NA,NA,NA,6,7,6,7,6,6,6,7,NA,NA,NA,NA,NA,NA,5,6,6,5,4,7,6,NA,NA,6,NA,7,6,NA,7,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,92,95,96,98,"2020","2021",6,6,5.4,2.75,2,6.4,5,5.8,95.2,0,0,1,1,0,6
"2839","P_cIs6F6zSG5wJAgd","P_cIs6F6zSG5wJAgd","Self","R_1C86TU8Gsl3Drve","9/11/20 10:45","11/16/20 16:14",5.166667,5.222222,5.5,5,5.428571,5.375,5,5,3,7,3,NA,4,3,5,5,7,5,3,5,3,5,2,3,5,4,4,3,4,5,5,6,4,4,6,6,5,6,3,7,5,5,5,5,6,6,3,5,6,NA,3,6,6,5,7,4,6,5,5,5,NA,NA,5,6,3,5,NA,NA,5,6,NA,5,6,6,4,6,5,NA,NA,NA,NA,6,4,5,5,6,6,7,5,NA,5,3,4,NA,6,NA,7,5,6,4,NA,4,NA,NA,3,NA,NA,6,5,5,6,6,6,6,6,4,NA,6,NA,7,5,5,5,5,NA,5,NA,NA,NA,NA,NA,5,6,5,3,6,5,5,5,6,4,5,55,75,65,55,55,"2020","2022",4.6,3.714286,4.5,4.25,5,5.4,4.8,5,61,1,0,1,0,1,7
"2840","P_0MqPZsN6UxRtRAx","P_cIs6F6zSG5wJAgd","Learning Teammate","R_W1BDMIJQGVXrDj3","9/11/20 14:06","9/25/20 14:14",5.416667,4.555556,4.125,5.125,5.428571,5.5,5.75,6,4,5,6,4,3,5,6,2,3,6,6,2,5,4,4,2,5,2,4,6,6,6,6,4,5,7,6,6,5,6,6,5,6,5,5,6,5,6,2,6,6,6,6,6,6,5,6,6,6,6,6,6,NA,NA,5,6,2,5,NA,NA,6,6,NA,6,5,5,6,6,4,NA,NA,NA,NA,3,3,6,3,4,6,5,3,NA,5,6,5,NA,7,NA,6,5,3,4,NA,4,NA,NA,3,NA,NA,4,6,3,6,4,6,5,6,5,NA,5,NA,6,6,5,5,6,NA,5,NA,NA,NA,NA,NA,6,5,6,6,6,5,6,6,NA,6,6,70,70,70,70,70,"2020","2022",5.6,3.714286,5,4,4.25,5.8,5.6,5.4,70,0,0,1,0,1,7
"2841","P_6zkpR7u6u7d7uGp","P_cIs6F6zSG5wJAgd","Learning Teammate","R_ZLelepnFlo4zwBj","9/28/20 20:18","9/28/20 20:44",5.25,5.111111,5.125,5.5,5.571429,5.125,5.666667,6,4,6,5,5,3,5,3,2,3,5,5,2,4,5,3,3,5,3,5,5,4,5,4,5,6,5,5,6,4,6,4,5,4,5,5,4,6,6,6,5,5,5,5,5,6,5,6,5,6,5,5,4,NA,NA,4,6,5,6,NA,NA,5,5,NA,6,4,5,6,5,5,NA,NA,NA,NA,5,3,6,5,5,6,6,5,NA,5,5,6,NA,6,NA,6,5,6,5,NA,5,NA,NA,5,NA,NA,6,6,4,7,5,5,3,4,6,NA,5,NA,7,5,6,6,5,NA,6,NA,NA,NA,NA,NA,6,5,5,6,5,6,7,4,NA,7,6,79,77,77,84,85,"2020","2022",4.6,4,5.2,3.25,3.75,4.8,5.2,5.2,80.4,0,0,1,0,1,7
"2842","P_escVLmeQpcoqDRj","P_cIs6F6zSG5wJAgd","Learning Teammate","R_2SoTVD53Xu8Ct7R","9/11/20 14:27","9/28/20 17:22",5.636364,5.111111,6.125,5.142857,6.166667,5.857143,6.692308,5,5,6,4,5,3,5,5,3,6,6,6,3,5,4,4,2,4,3,5,5,6,6,6,7,6,6,6,6,5,6,6,5,4,3,6,6,7,6,5,6,6,6,6,4,NA,6,6,6,7,5,4,6,NA,NA,5,6,5,6,NA,NA,6,7,NA,6,5,5,7,NA,5,NA,NA,NA,NA,6,7,7,7,6,6,5,5,NA,4,NA,5,NA,6,NA,6,6,5,4,NA,3,NA,NA,3,NA,NA,6,4,5,7,5,7,6,5,6,NA,6,NA,7,6,7,NA,6,NA,6,NA,NA,NA,NA,NA,7,7,6,7,6,7,7,7,7,7,7,77,60,40,81,75,"2020","2022",6,3.857143,5,4,5.25,5.2,5.4,5.8,66.6,0,0,1,0,1,7
"2843","P_0DRqKAnZqtuqgu1","P_cIs6F6zSG5wJAgd","DirectReport","R_3n0JF0GLYkBFcB5","9/11/20 12:51","9/11/20 13:22",4.666667,4.888889,5,5,5.285714,4.125,5.307692,5,4,5,4,4,4,4,6,4,5,6,6,5,6,6,6,4,5,5,4,5,5,7,5,7,4,4,4,6,4,5,5,5,7,4,5,5,6,5,5,5,4,4,4,4,3,5,7,3,6,5,3,6,NA,NA,6,6,3,3,NA,NA,4,4,NA,5,5,3,3,4,5,NA,NA,NA,NA,5,5,5,5,5,5,5,5,NA,4,5,5,NA,5,NA,6,5,6,4,NA,4,NA,NA,5,NA,NA,5,5,5,5,5,5,5,7,7,NA,5,NA,4,5,4,5,6,NA,7,NA,NA,NA,NA,NA,6,3,6,6,5,5,6,5,5,4,5,70,70,90,70,75,"2020","2022",5.8,5.142857,4.4,4.5,5.5,5.2,4.4,4.7,75,0,0,1,0,1,7
"2844","P_2l9u3j0Mk5qmdCZ","P_cIs6F6zSG5wJAgd","Manager","R_3sBVlBi9WEy7jx9","9/14/20 10:08","9/15/20 12:08",5,5.222222,4.25,4.625,4.571429,5,5.461538,7,6,7,6,6,2,5,4,1,3,5,2,2,7,6,5,2,3,2,3,7,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,6,5,5,5,5,5,7,3,6,4,4,5,NA,NA,5,6,5,5,NA,NA,4,NA,NA,5,5,5,6,4,6,NA,NA,NA,NA,4,4,4,6,5,4,4,3,NA,5,4,5,NA,5,NA,5,5,4,4,NA,6,NA,NA,5,NA,NA,6,4,5,6,5,5,5,4,5,NA,5,NA,5,4,5,4,5,NA,6,NA,NA,NA,NA,NA,5,6,5,4,5,5,5,5,6,7,7,60,80,70,75,65,"2020","2022",6.2,4,6.4,3,3,5.8,6,5.6,70,0,0,1,0,1,7
"2845","P_51pnQpyySgxqKDb","P_cIs6F6zSG5wJAgd","Other","R_1oAzcf1Icg7Nx94","9/24/20 18:50","9/24/20 21:10",5.333333,5.333333,4.375,6,4.857143,4.25,5.538462,6,4,4,6,4,3,4,4,2,5,6,2,3,5,5,5,3,5,3,6,6,6,4,6,5,6,6,6,6,5,6,5,6,6,6,4,4,4,6,6,6,6,4,5,3,4,4,4,4,7,6,6,6,NA,NA,5,6,6,6,NA,NA,5,NA,NA,4,NA,NA,6,2,NA,NA,NA,NA,NA,4,4,5,5,4,5,4,4,NA,6,4,6,NA,7,NA,7,6,7,5,NA,4,NA,NA,5,NA,NA,5,7,3,7,6,7,4,4,6,NA,6,NA,6,4,4,4,5,NA,7,NA,NA,NA,NA,NA,3,7,6,6,7,5,3,7,3,7,6,90,90,75,90,90,"2020","2022",5.4,4.571429,4.8,3.25,4,5.8,5.8,4.8,87,0,0,1,0,1,7
"2846","P_3VHqIDycyyUCgtv","P_cIs6F6zSG5wJAgd","Peer","R_22mJlfuIfCeMyYK","9/28/20 12:40","9/28/20 13:20",5.5,5,5.25,5.625,5.285714,4.625,5.153846,5,4,5,4,5,6,5,5,5,3,5,4,4,5,6,5,4,6,5,4,5,6,5,5,6,3,5,5,5,3,5,5,4,6,4,3,3,5,5,4,5,5,4,6,2,5,6,7,5,6,5,4,6,NA,NA,6,5,6,5,NA,NA,5,4,NA,4,6,4,6,3,5,NA,NA,NA,NA,5,4,6,6,5,6,5,5,NA,6,5,6,NA,7,NA,6,6,5,4,NA,6,NA,NA,3,NA,NA,5,5,5,5,6,6,4,3,6,NA,6,NA,5,4,6,7,5,NA,5,NA,NA,NA,NA,NA,5,6,5,4,6,6,5,5,5,3,7,40,60,60,55,55,"2020","2022",5.4,5,4.6,5.25,4,4.6,4.4,4.2,54,0,0,1,0,1,7
"2847","P_cMUGl4td8NeJZJz","P_cMUGl4td8NeJZJz","Self","R_1Isk8NdOhdm05V7","9/5/20 7:48","9/8/20 12:52",6.090909,6.125,5.833333,5.285714,5.857143,6.166667,6.3,6,4,6,6,5,3,6,5,3,6,4,2,2,6,6,6,3,6,3,3,6,6,6,6,6,6,6,4,6,5,7,6,6,6,6,2,4,5,6,3,6,5,7,6,2,7,6,5,6,5,7,7,7,6,6,5,NA,NA,NA,6,6,6,7,7,5,NA,NA,NA,NA,NA,6,5,5,7,6,6,NA,NA,NA,NA,NA,NA,5,5,6,5,5,6,5,NA,NA,NA,NA,7,5,6,7,5,6,7,6,NA,NA,NA,NA,NA,NA,5,5,7,6,6,7,5,NA,NA,6,7,6,7,7,5,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,84,73,80,80,"2020","2021",6,4.714286,5.4,4.25,3.5,5.8,5.8,4.6,80.2,1,0,1,1,0,6
"2848","P_5t3kLlPUE9RiCrj","P_cMUGl4td8NeJZJz","Peer","R_3oHDarylFRFy0tG","9/28/20 15:16","9/28/20 15:26",6.090909,6.375,6,6.571429,6.285714,6,6.2,6,5,6,4,5,3,6,6,3,5,3,3,2,5,5,4,3,2,3,5,7,7,7,7,6,3,5,4,6,5,6,6,6,6,4,6,7,7,6,5,6,5,5,5,2,6,6,6,7,6,5,6,6,6,7,6,NA,NA,NA,5,6,6,6,7,6,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,6,6,6,7,7,7,7,NA,NA,NA,NA,6,7,6,7,6,6,7,6,NA,NA,NA,NA,NA,NA,7,7,6,6,6,6,6,NA,NA,6,6,7,5,6,7,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,88,94,88,90,"2020","2021",6.8,3.857143,5.2,4.5,3.25,5.6,4.6,5.4,89.6,0,0,1,1,0,6
"2849","P_3wUqARhNhQ17Vsh","P_cMUGl4td8NeJZJz","Peer","R_1DzENTyo7dFe07f","9/28/20 17:38","9/28/20 19:16",5.818182,5.5,5.833333,6.428571,5.714286,6,5.6,4,5,6,3,5,2,5,6,2,5,5,6,3,6,7,6,6,6,5,5,5,6,5,5,6,6,5,5,4,5,6,4,5,6,7,5,5,6,6,5,5,5,5,5,3,6,6,5,6,6,5,7,6,6,5,6,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,6,6,6,6,5,6,NA,NA,NA,NA,NA,NA,7,6,7,6,6,7,6,NA,NA,NA,NA,6,6,5,6,5,6,5,5,NA,NA,NA,NA,NA,NA,5,6,5,6,6,5,7,NA,NA,6,6,5,5,6,5,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,33,90,60,69,"2020","2021",5.4,5.857143,4.6,3.75,4.75,5,5.6,5,58.4,0,0,1,1,0,6
"2850","P_9B3VMCgS2wS6Z4V","P_cMUGl4td8NeJZJz","Peer","R_2dW5adcxfGwtG1c","9/28/20 15:34","9/28/20 15:46",5.909091,5,6.166667,6,5.714286,6,6,4,5,6,6,5,4,5,6,4,6,5,6,4,6,5,6,4,5,3,4,6,6,6,6,5,4,6,5,6,6,6,6,6,7,6,6,6,6,6,6,6,4,6,5,6,5,7,5,4,7,6,7,7,6,6,5,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,6,6,7,6,6,6,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,4,4,4,6,4,6,6,6,NA,NA,NA,NA,NA,NA,6,4,6,6,6,6,6,NA,NA,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,82,86,84,91,"2020","2021",5.8,4.714286,5.2,4.75,5.25,6.2,5.4,5.7,85.2,0,0,1,1,0,6
"2851","P_5ioD58PyGREc7bf","P_cMUGl4td8NeJZJz","Peer","R_UnMNnmuLx8ZsQc9","9/28/20 15:33","9/28/20 15:47",7,6.875,6.833333,6.285714,6.857143,7,7,7,7,6,7,7,1,6,5,1,2,3,3,2,7,5,5,3,7,2,5,7,7,7,7,6,6,7,4,7,7,7,6,6,6,7,7,7,7,7,7,7,5,7,3,7,7,7,7,7,NA,7,7,7,7,7,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,6,7,7,7,7,7,NA,NA,NA,NA,NA,NA,6,6,6,6,7,6,7,NA,NA,NA,NA,7,7,7,7,7,6,7,7,NA,NA,NA,NA,NA,NA,7,7,7,6,7,7,7,NA,NA,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,90,100,100,100,"2020","2021",6.8,4.857143,6.8,3.25,2.5,6.6,6,6.4,97,0,0,1,1,0,6
"2852","P_bkevZX4bM7WZqS1","P_cMUGl4td8NeJZJz","Peer","R_2YzhHexYHVGFtgV","9/28/20 18:20","9/28/20 18:49",6.777778,6.333333,6.25,6.142857,6.833333,6.5,6.3,7,7,6,6,5,2,NA,NA,2,2,7,6,2,6,3,7,NA,5,NA,5,6,6,6,7,6,6,5,4,NA,6,6,7,6,6,5,NA,5,NA,NA,4,NA,NA,7,NA,6,7,NA,7,7,7,6,7,NA,7,7,6,NA,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,6,6,7,6,6,5,7,NA,NA,NA,NA,7,5,6,NA,7,7,6,NA,NA,NA,NA,NA,NA,NA,7,NA,7,6,7,7,7,NA,NA,7,7,7,6,7,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,92,98,95,97,"2020","2021",6.2,5.2,6.2,2,4.25,5.75,5.6,5.5,95.8,0,0,1,1,0,6
